rep,scenario,method,component,interval_type,true,estimate,lower,upper,se,rhat,ess_bulk,divergences,max_treedepth_hits,shift_rmse,speed_rmse,phi_estimate,beta_time_estimate,error,modulation_amplitude,sigma_series_estimate,schedule,covered,interval_width
80,aligned,BEACON-Stan,bayesian_validation,credible,-0.597837000755621,-0.633853620391667,-0.780857723,-0.495735161,0.0723352353844612,1.00204125683715,787.176771279601,0,0,0.0470483800676479,0.00632000948434718,12.7161381385,0.0339072609686417,,0.078533213453813,0.08150484681525,short,TRUE,0.285122562
81,aligned,BEACON-Stan,bayesian_validation,credible,-0.597837000755621,-0.373547721507833,-0.65009935975,-0.0420657861250001,0.15618176784649,1.00311313079441,472.495958951874,0,0,0.182073294207911,0.00401485465904619,13.48893127325,0.0252494419942533,,0.0667083337330481,0.172327251440833,short,TRUE,0.608033573625
82,aligned,BEACON-Stan,bayesian_validation,credible,-0.597837000755621,-0.609031979798333,-0.8400174205,-0.361725873500001,0.118655113619587,1.00222017938233,761.0607593008,0,0,0.043814840023384,0.00150749128349197,12.0929047060833,0.0053233956827275,,0.0682106564712747,0.154235202134167,short,TRUE,0.478291546999999
83,aligned,BEACON-Stan,bayesian_validation,credible,-0.597837000755621,-0.453307990629167,-0.70620887825,-0.2063452885,0.127131093911376,1.00552770882469,721.586414368923,0,0,0.135992874904071,0.0035354182727173,17.7685302866667,0.0235876255779558,,0.0805823986713592,0.1474091138925,short,TRUE,0.49986358975
84,aligned,BEACON-Stan,bayesian_validation,credible,-0.597837000755621,-0.555263827918333,-0.865636757,-0.202566078000001,0.169257963838423,1.00389462172853,648.206026749877,0,0,0.0982396718257267,0.00857691488001521,14.1479720129167,0.019391411066175,,0.0830467456656434,0.136566708349167,short,TRUE,0.663070678999999
85,aligned,BEACON-Stan,bayesian_validation,credible,-0.597837000755621,-0.495855503002333,-0.727281317,-0.266472363500002,0.111066507399378,1.00079852016385,576.87925223117,0,0,0.124685939214056,0.00368721807446696,15.9148901181667,-0.06739142654298,,0.13245825388291,0.195206634008333,short,TRUE,0.460808953499998
86,aligned,BEACON-Stan,bayesian_validation,credible,-0.597837000755621,-0.482536638904167,-0.729372054,-0.21354451375,0.133306523366188,1.00168810972744,673.70450849961,0,0,0.11300520208901,0.0168112303770881,11.5912067885833,0.0520996819073075,,0.0853904887056651,0.131269942336667,short,TRUE,0.51582754025
87,aligned,BEACON-Stan,bayesian_validation,credible,-0.597837000755621,-0.571195949883333,-0.81692983575,-0.30762691675,0.126252751522156,1.00296965839121,551.676706625413,0,0,0.144987158145266,0.00334442161215392,10.4376779390833,-0.045182262662495,,0.0985159978983505,0.123559727448333,short,TRUE,0.509302919
88,aligned,BEACON-Stan,bayesian_validation,credible,-0.597837000755621,-0.465132616289333,-0.72852421275,-0.142920325750002,0.149083115306612,1.01876595517079,387.564672750924,1,0,0.13104897932308,0.00616997472729457,11.8572196545,-0.00154052343768,,0.0743601178424097,0.124901375215833,short,TRUE,0.585603886999998
89,aligned,BEACON-Stan,bayesian_validation,credible,-0.597837000755621,-0.731348642325,-0.9113081395,-0.58852435175,0.0802735446908362,1.00428955980486,290.010647657588,0,0,0.214558392918009,0.0106326749479303,8.82227256783333,-0.02904032111093,,0.0942993528931129,0.164631770085833,short,TRUE,0.32278378775
90,aligned,BEACON-Stan,bayesian_validation,credible,-0.597837000755621,-0.610063865483333,-0.76937371325,-0.4788099815,0.0737292336271902,1.00212078250749,792.759060496174,0,0,0.140564667584555,0.00510277162285347,13.3727136965833,0.0796995179447558,,0.100494137176346,0.0920457796261667,short,TRUE,0.29056373175
91,aligned,BEACON-Stan,bayesian_validation,credible,-0.597837000755621,-0.546642015639167,-0.786733434,-0.30487930925,0.124026590027132,1.00594505094657,791.755406663828,0,0,0.0991829030759347,0.00386483084098481,9.515921472,0.01909201029264,,0.07864411078674,0.1146118010175,short,TRUE,0.48185412475
92,aligned,BEACON-Stan,bayesian_validation,credible,-0.597837000755621,-0.520534086556667,-0.75636618825,-0.2081124685,0.134078097609881,1.00368461051762,591.388241698903,1,0,0.19350920624859,0.00566505774478879,10.1989265448333,0.0238580249290842,,0.0941038119740405,0.154103524100833,short,TRUE,0.54825371975
93,aligned,BEACON-Stan,bayesian_validation,credible,-0.597837000755621,-0.548811120308333,-0.85297699625,-0.204070818,0.164822299836255,1.01050676468896,407.953509211757,0,0,0.219537082948296,0.00539860569660711,11.606878324,0.0856043994153167,,0.114267540516913,0.148866299235,short,TRUE,0.64890617825
94,aligned,BEACON-Stan,bayesian_validation,credible,-0.597837000755621,-0.602201867975,-0.81320142925,-0.43138170275,0.0974783651283794,1.00351695580158,641.424531659106,0,0,0.115577759576184,0.0162844297554109,10.1892922645833,-0.0443710406393742,,0.0740953714310696,0.140793793255,short,TRUE,0.3818197265
95,aligned,BEACON-Stan,bayesian_validation,credible,-0.597837000755621,-0.846456391616667,-1.2467472625,-0.54018293025,0.185221969390135,1.0042909224158,419.596644502369,0,0,0.675975024921734,0.015321208770215,14.3638027339167,-0.0453409864896758,,0.113041938440213,0.143487772946667,short,TRUE,0.70656433225
96,aligned,BEACON-Stan,bayesian_validation,credible,-0.597837000755621,-0.608745908858333,-0.8754778905,-0.346276714750001,0.130986069629924,1.00429873186787,527.805582504237,0,0,0.226738930224211,0.0143295545275822,12.0704181015833,-0.0185476082184592,,0.0648382150371609,0.176456215733333,short,TRUE,0.529201175749999
97,aligned,BEACON-Stan,bayesian_validation,credible,-0.597837000755621,-0.5109619827025,-0.70906753375,-0.26945206475,0.108683552743732,1.00493213152445,659.714730168368,0,0,0.0657205618939387,0.00174543629732685,12.7542187394167,-0.00784834616359917,,0.0996321233948385,0.1837041889225,short,TRUE,0.439615469
98,aligned,BEACON-Stan,bayesian_validation,credible,-0.597837000755621,-0.408562181709258,-0.68289934275,-0.1042845275,0.142689913143603,0.999968162808198,740.052912170833,1,0,0.0669749673374975,0.00585415300356563,18.1990361475,0.103329854821042,,0.121114841295368,0.165498630493333,short,TRUE,0.57861481525
99,aligned,BEACON-Stan,bayesian_validation,credible,-0.597837000755621,-0.39923003457275,-0.74327216825,-0.16600158325,0.14372652666951,1.03475274942754,153.345791180727,0,0,0.154734338372711,0.0105203235351727,12.6502464523333,0.0710948212903375,,0.0915010352146152,0.158215523535833,short,TRUE,0.577270585
100,aligned,BEACON-Stan,bayesian_validation,credible,-0.597837000755621,-0.41380885746,-0.72366709875,0.0366346330999997,0.194627679074148,1.01745627627557,246.489280902532,0,0,0.109298916637819,0.0056418854293802,13.8492347431667,0.143067037753417,,0.155299514284734,0.180455199033333,short,TRUE,0.76030173185
1,phase_and_ascertainment,BEACON-Stan,bayesian_validation,credible,-0.597837000755621,-0.684437859916667,-0.95478447375,-0.39193292,0.140463550706515,1.00525690036508,482.954498323465,0,0,1.73761673583971,0.0358605528944805,11.7761212540833,-0.101074861846258,,0.12861154028697,0.200270543195,short,TRUE,0.56285155375
2,phase_and_ascertainment,BEACON-Stan,bayesian_validation,credible,-0.597837000755621,-0.731288155386667,-1.0328111125,-0.37619755425,0.167975823597732,1.0031257610003,501.278169497738,0,0,1.2968677905597,0.0192240136195923,11.2452437144167,0.0288669320898017,,0.123212096366014,0.129421358264167,short,TRUE,0.65661355825
3,phase_and_ascertainment,BEACON-Stan,bayesian_validation,credible,-0.597837000755621,-0.651484417875,-0.84085041125,-0.46075946225,0.0964222031371254,1.00908028217935,695.38710364892,0,0,2.68599184334011,0.039991901582271,17.6102497825,0.068533875077208,,0.110165705573969,0.157961136589167,short,TRUE,0.380090949
4,phase_and_ascertainment,BEACON-Stan,bayesian_validation,credible,-0.597837000755621,-0.720129655808333,-0.91834441,-0.521134634500001,0.100507362102479,1.00358434815021,580.838139328708,0,0,0.320482617448941,0.0205000436193162,12.5268625945,0.00740431733986167,,0.0743190374838884,0.1364772596975,short,TRUE,0.397209775499999
5,phase_and_ascertainment,BEACON-Stan,bayesian_validation,credible,-0.597837000755621,-0.852245562766667,-1.124725215,-0.52637235575,0.149419823839759,1.00798724652002,640.810611456911,0,0,1.00700720584208,0.0211590857484623,11.3992924219167,0.056766665122075,,0.138640571557959,0.13581196472,short,TRUE,0.59835285925
6,phase_and_ascertainment,BEACON-Stan,bayesian_validation,credible,-0.597837000755621,-0.87359177825,-1.0775722175,-0.70903027075,0.0919948815648689,1.00239730893383,657.658090436881,0,0,2.45144995405645,0.0348506826278291,11.02381492725,-0.00756523558816833,,0.0794582128068752,0.08998127578225,short,FALSE,0.36854194675
7,phase_and_ascertainment,BEACON-Stan,bayesian_validation,credible,-0.597837000755621,-0.785528967166667,-0.962870999,-0.54954049125,0.103706457693816,1.01705259428103,398.173758406253,0,0,1.92802706851222,0.012597400970643,12.32627112025,-0.00513995142266667,,0.122515436009779,0.1444093399975,short,TRUE,0.41333050775
8,phase_and_ascertainment,BEACON-Stan,bayesian_validation,credible,-0.597837000755621,-0.483903285383333,-0.65739240275,-0.27464370675,0.09523447949957,1.01310941017156,565.276213412167,0,0,1.65542012637892,0.0112674745450057,15.538324478,-0.0139322062386375,,0.0809744479504403,0.180188149425,short,TRUE,0.382748696
9,phase_and_ascertainment,BEACON-Stan,bayesian_validation,credible,-0.597837000755621,-0.620917951875,-0.9053437695,-0.297446984000001,0.152856530743232,1.00204675365547,687.136221145406,2,0,0.764151919935788,0.0201539133368972,12.6027516923333,0.01692034630961,,0.0808268420814961,0.180753524355833,short,TRUE,0.607896785499999
10,phase_and_ascertainment,BEACON-Stan,bayesian_validation,credible,-0.597837000755621,-0.89930519925,-1.083697335,-0.70854261175,0.0977091812082096,1.00207379431597,777.35612312796,0,0,0.920992235088383,0.0277305145337852,14.3105264218333,0.00514367496781667,,0.100240633341918,0.167219454878333,short,FALSE,0.37515472325
11,phase_and_ascertainment,BEACON-Stan,bayesian_validation,credible,-0.597837000755621,-0.5075277682,-0.745713312,-0.264404885500001,0.122084317502832,1.00564836248016,526.844283889347,0,0,0.662151822861271,0.0298709201562923,12.87975776925,-0.0235826564426667,,0.0982729667135724,0.106550042395517,short,TRUE,0.4813084265
12,phase_and_ascertainment,BEACON-Stan,bayesian_validation,credible,-0.597837000755621,-0.681618745138333,-1.0308048475,-0.2297758885,0.19250440433349,1.00140092221532,373.674009690574,1,0,1.70904610691269,0.034334136279425,12.7582388868333,-0.00209077410086667,,0.108263673917861,0.172205961740833,short,TRUE,0.801028959
13,phase_and_ascertainment,BEACON-Stan,bayesian_validation,credible,-0.597837000755621,-0.767596019365833,-1.068353445,-0.431401088,0.163302327967014,1.00012050074214,765.766440428664,0,0,2.38119051628521,0.0267287104135121,12.8930420891667,-0.215959923430667,,0.227485580199992,0.158128748395,short,TRUE,0.636952357
14,phase_and_ascertainment,BEACON-Stan,bayesian_validation,credible,-0.597837000755621,-0.6557929376,-0.854716944,-0.45031989325,0.103211785717255,1.00551754324921,794.391997062025,0,0,2.30436400859616,0.0205006555795276,11.1635858886667,0.0428102991258267,,0.0842312708287675,0.135487440238333,short,TRUE,0.40439705075
15,phase_and_ascertainment,BEACON-Stan,bayesian_validation,credible,-0.597837000755621,-0.946462395116667,-1.22805964,-0.71708952375,0.125032185054739,1.00183090151375,826.8669645465,0,0,1.72263628170096,0.0465178522378082,11.2291368240833,0.0269296415913917,,0.0805881392444193,0.138880345120833,short,FALSE,0.51097011625
16,phase_and_ascertainment,BEACON-Stan,bayesian_validation,credible,-0.597837000755621,-0.775644605733333,-1.0211284075,-0.48949899525,0.138581825998171,1.00755165032729,562.52208079461,0,0,0.856706896683352,0.0303708226161219,11.4420270745,-0.0709770893383917,,0.102346139043863,0.144447646798333,short,TRUE,0.53162941225
17,phase_and_ascertainment,BEACON-Stan,bayesian_validation,credible,-0.597837000755621,-0.597670813031667,-0.90032660625,-0.321125441,0.153008322154107,1.00674729266927,533.927784805715,0,0,2.34884788821413,0.0240080319160253,16.0858241460833,-0.0214098800616417,,0.0885652699298604,0.193820206441667,short,TRUE,0.57920116525
18,phase_and_ascertainment,BEACON-Stan,bayesian_validation,credible,-0.597837000755621,-0.691269996952917,-0.9924288505,-0.265501532500001,0.187187116903479,1.01800992657088,497.906186769657,1,0,3.46565502284863,0.056793492375907,11.8892947373333,-0.04607788936376,,0.124220878185491,0.164414813924167,short,TRUE,0.726927317999999
19,phase_and_ascertainment,BEACON-Stan,bayesian_validation,credible,-0.597837000755621,-0.741879304258333,-0.9405344795,-0.51449867325,0.106513895660286,0.999627260127428,473.301544290598,1,0,2.25650026077744,0.0200933435301055,9.01330286875,0.0130779241355725,,0.0893226621857553,0.1198296753924,short,TRUE,0.42603580625
20,phase_and_ascertainment,BEACON-Stan,bayesian_validation,credible,-0.597837000755621,-0.901366525425,-1.216311425,-0.589013464000001,0.156901911880386,1.00462964416306,547.260092558533,0,0,1.1987340174954,0.0172172948270867,16.5811393375833,0.0174327671579548,,0.102098301706179,0.210799642119167,short,TRUE,0.627297961
21,phase_and_ascertainment,BEACON-Stan,bayesian_validation,credible,-0.597837000755621,-0.70024308675,-0.96115673725,-0.42184619925,0.13872960326025,1.00086447333968,1274.05366324353,0,0,2.05857038688625,0.0345904995495235,14.7092744600833,0.05941315732295,,0.105500877417572,0.124994713551667,short,TRUE,0.539310538
22,phase_and_ascertainment,BEACON-Stan,bayesian_validation,credible,-0.597837000755621,-0.522664640941967,-0.87385545475,-0.1044193755,0.19778091015089,1.01430790635468,417.224917674925,0,0,1.08773725227812,0.0316983010606197,18.938014183,-0.0841207711572583,,0.113500823696492,0.173549197976667,short,TRUE,0.76943607925
23,phase_and_ascertainment,BEACON-Stan,bayesian_validation,credible,-0.597837000755621,-0.818879417504167,-1.1296273725,-0.505725618500001,0.158301884731718,1.00585606914129,619.689948725502,1,0,1.32968682355014,0.0550265508718252,11.161013917,-0.0732089406716075,,0.108101764277706,0.186999541141667,short,TRUE,0.623901753999999
24,phase_and_ascertainment,BEACON-Stan,bayesian_validation,credible,-0.597837000755621,-0.638037063525667,-0.89000710675,-0.3095405495,0.147404897927319,1.0030296687231,673.081526713897,0,0,1.53623620111406,0.0230558501834581,10.85477027625,0.00930615809000417,,0.0844661185050222,0.116113214186667,short,TRUE,0.58046655725
25,phase_and_ascertainment,BEACON-Stan,bayesian_validation,credible,-0.597837000755621,-0.821309629383333,-1.163969185,-0.498565596500001,0.169432661774425,1.0012701398455,766.448613360599,0,0,1.5353757393746,0.0250835105226916,10.5927262174167,0.0251089048539342,,0.0922070283483486,0.167791477829167,short,TRUE,0.665403588499999
26,phase_and_ascertainment,BEACON-Stan,bayesian_validation,credible,-0.597837000755621,-0.876245446133333,-1.0573978825,-0.727867718500001,0.084343064405216,1.00299648984862,606.207973417969,0,0,0.807983225242839,0.0251647548217726,11.4608687113333,-0.127114876857267,,0.146202282647727,0.1144521546075,short,FALSE,0.329530163999999
27,phase_and_ascertainment,BEACON-Stan,bayesian_validation,credible,-0.597837000755621,-0.830113076666667,-1.1121715375,-0.4820625945,0.159581328420081,1.00516212357937,605.147330341826,0,0,1.20815261614742,0.0266015005029701,16.0900000813333,0.071728111080875,,0.111435406658717,0.201121520233333,short,TRUE,0.630108943
28,phase_and_ascertainment,BEACON-Stan,bayesian_validation,credible,-0.597837000755621,-0.6017611515,-0.90675008425,-0.33186324,0.144126392876349,0.99906906918435,467.440144376375,0,0,2.01545684189964,0.0325754243564418,13.8176463480833,-0.0118964707970267,,0.075945069151292,0.173929840464167,short,TRUE,0.57488684425
29,phase_and_ascertainment,BEACON-Stan,bayesian_validation,credible,-0.597837000755621,-0.661095077441667,-0.9210215395,-0.40889907425,0.12973327058077,1.00343888356497,621.446979414896,0,0,1.94241742160911,0.0355056986270779,10.8498010116667,-0.099182401658125,,0.11700701906905,0.159767283911667,short,TRUE,0.51212246525
30,phase_and_ascertainment,BEACON-Stan,bayesian_validation,credible,-0.597837000755621,-0.534201656429167,-0.76382220925,-0.3026522365,0.115986167576461,1.00884169259074,454.051762937304,1,0,1.96761491391607,0.0441835788503368,10.7695952776667,0.0814402617387508,,0.113555844663743,0.209902964233333,short,TRUE,0.46116997275
31,phase_and_ascertainment,BEACON-Stan,bayesian_validation,credible,-0.597837000755621,-0.609821437258333,-0.852967823,-0.37549973525,0.127692451582621,1.00341412301596,813.578115267853,0,0,2.4031678007121,0.02474182160268,11.5234945555,-0.032498082604975,,0.116947796173762,0.1288185365175,short,TRUE,0.47746808775
32,phase_and_ascertainment,BEACON-Stan,bayesian_validation,credible,-0.597837000755621,-0.767174350366667,-1.031212595,-0.500028793,0.138258652771763,0.999755412272931,841.509593930294,0,0,1.23044771574788,0.0187715978503336,13.1947676328333,-0.0992077653988833,,0.119144288877595,0.22473172875,short,TRUE,0.531183802
33,phase_and_ascertainment,BEACON-Stan,bayesian_validation,credible,-0.597837000755621,-0.78435397595,-1.013455135,-0.56203006275,0.115985038655691,1.00153715304879,445.648169803544,1,0,1.02240403593669,0.0344131566413873,12.36369808525,0.0298845880042942,,0.124791165405188,0.14892130384,short,TRUE,0.45142507225
34,phase_and_ascertainment,BEACON-Stan,bayesian_validation,credible,-0.597837000755621,-0.685176083608333,-1.0877496575,-0.35540813025,0.189130873763031,1.00702450375407,395.730249510119,0,0,1.07941456045877,0.0156430321948348,9.28791591208333,0.0333638860361542,,0.0816918429700936,0.175275199855,short,TRUE,0.73234152725
35,phase_and_ascertainment,BEACON-Stan,bayesian_validation,credible,-0.597837000755621,-0.929619473133333,-1.176412475,-0.68232781775,0.124758649093702,1.00121203290654,555.156159873556,0,0,2.27012551625148,0.0455399984294172,11.0076315089167,0.0824273976235667,,0.181356734440892,0.180271125561667,short,FALSE,0.49408465725
36,phase_and_ascertainment,BEACON-Stan,bayesian_validation,credible,-0.597837000755621,-0.702402878408333,-0.885204785,-0.470759305,0.102322357648387,1.0032319269427,790.993471204042,0,0,1.19603294783715,0.0300860154488645,11.703579508,0.0331688316599083,,0.0878138516130403,0.114488184905,short,TRUE,0.41444548
37,phase_and_ascertainment,BEACON-Stan,bayesian_validation,credible,-0.597837000755621,-0.633930014148333,-0.97408811525,-0.276758347,0.173922906480077,1.01100940797652,822.246148338573,0,0,1.90005002661147,0.029402984960063,15.2444106574167,-0.0234853434155608,,0.0840920888459197,0.133860441570833,short,TRUE,0.69732976825
38,phase_and_ascertainment,BEACON-Stan,bayesian_validation,credible,-0.597837000755621,-0.848077793741667,-1.1506354775,-0.56151522225,0.15162151407239,1.00506310675836,1049.97202719304,0,0,2.65103376243929,0.025991949302833,15.9994272468333,0.0530819595985958,,0.112467859216797,0.113980362125833,short,TRUE,0.58912025525
39,phase_and_ascertainment,BEACON-Stan,bayesian_validation,credible,-0.597837000755621,-0.627983430255,-0.85125862725,-0.4071807735,0.112875001717027,1.00530865388615,643.856473049183,0,0,2.58407741774705,0.039769135505683,10.5081382545833,0.0352593212993667,,0.096116502643533,0.174673288534167,short,TRUE,0.44407785375
40,phase_and_ascertainment,BEACON-Stan,bayesian_validation,credible,-0.597837000755621,-0.701538044735833,-0.95222121,-0.342945008000001,0.152564749504408,1.00634008773877,400.276440142255,1,0,0.688717618099364,0.0142362514033998,9.52096125416667,0.0366148026548208,,0.110257714481949,0.151023197169167,short,TRUE,0.609276201999999
41,phase_and_ascertainment,BEACON-Stan,bayesian_validation,credible,-0.597837000755621,-0.708749114891667,-1.01443241,-0.38470617025,0.148918041922114,1.00199476781565,625.899155731234,0,0,2.40439267457913,0.0479449608517568,11.1323350458333,-0.0321653518072758,,0.108482656861941,0.10387093499,short,TRUE,0.62972623975
42,phase_and_ascertainment,BEACON-Stan,bayesian_validation,credible,-0.597837000755621,-0.716842849783333,-0.96336988525,-0.472694834,0.12199778256302,1.00201114774899,946.892554207603,0,0,2.24454263700503,0.0498812233672236,12.013530036,-0.0269304425452833,,0.0808910615821681,0.142104234110833,short,TRUE,0.49067505125
43,phase_and_ascertainment,BEACON-Stan,bayesian_validation,credible,-0.597837000755621,-0.773254349708333,-1.15745437,-0.380434586500001,0.199835955364951,1.00179444561031,697.194524338585,0,0,1.186519759899,0.0416584814910313,12.5380497326667,-0.063579949168925,,0.133363363386765,0.150842179439167,short,TRUE,0.777019783499999
44,phase_and_ascertainment,BEACON-Stan,bayesian_validation,credible,-0.597837000755621,-0.777854069908333,-0.98008316675,-0.57528902,0.103538681337344,1.00538075570514,521.04731655511,0,0,1.5098978675401,0.0248492651640637,11.6078210825833,0.0545969381126975,,0.0997633678503825,0.162683919939167,short,TRUE,0.40479414675
45,phase_and_ascertainment,BEACON-Stan,bayesian_validation,credible,-0.597837000755621,-0.717067218441667,-0.972125895,-0.42932720725,0.141902530297434,1.00376010229677,779.915454385997,0,0,1.63197029636071,0.0254348515915807,8.58108516383333,0.0681267824349667,,0.112067409024957,0.148392803423333,short,TRUE,0.54279868775
46,phase_and_ascertainment,BEACON-Stan,bayesian_validation,credible,-0.597837000755621,-0.870837219366667,-1.091893445,-0.620370046500001,0.11500376364642,1.00194412373821,653.937976925904,4,0,1.27596237303434,0.0276918354695635,14.073298136,0.0477971972885917,,0.0921060738342198,0.167075995124167,short,FALSE,0.471523398499999
47,phase_and_ascertainment,BEACON-Stan,bayesian_validation,credible,-0.597837000755621,-0.814998186766667,-1.1046341575,-0.4910221555,0.157655399128046,1.00293240142266,775.536894490747,0,0,1.65145271921997,0.0463739256309191,13.7536798725,-0.0733023915287167,,0.127877173059582,0.179396543275,short,TRUE,0.613612002
48,phase_and_ascertainment,BEACON-Stan,bayesian_validation,credible,-0.597837000755621,-0.853756258075,-1.02885808,-0.6345276205,0.0981148293939544,1.00576341239361,630.193455471792,0,0,2.26775851387557,0.0239642997595608,13.68252206975,0.05375233177302,,0.102206714125121,0.0698229067162917,short,FALSE,0.3943304595
49,phase_and_ascertainment,BEACON-Stan,bayesian_validation,credible,-0.597837000755621,-0.6976088322875,-0.99496558725,-0.319056515750001,0.170833725831772,1.0083551224458,440.390076887296,0,0,1.30644904522475,0.0325142954577821,9.8893950645,-0.0218712278194083,,0.0986685537202459,0.1950355979,short,TRUE,0.675909071499999
50,phase_and_ascertainment,BEACON-Stan,bayesian_validation,credible,-0.597837000755621,-0.5560212777495,-0.87927463,-0.165113763000001,0.182138330622795,1.00702254376756,582.298901448876,0,0,2.35194078611904,0.0405719846420879,11.3233370065833,0.0431238634134667,,0.127710501817301,0.174240571024167,short,TRUE,0.714160867
51,phase_and_ascertainment,BEACON-Stan,bayesian_validation,credible,-0.597837000755621,-0.767540118933333,-0.9773224905,-0.48803553775,0.118204544101099,1.00206507751905,579.352503116281,1,0,2.43899002046356,0.034183961148383,11.882321785,0.0290007709526925,,0.125952035575645,0.15437559344,short,TRUE,0.48928695275
52,phase_and_ascertainment,BEACON-Stan,bayesian_validation,credible,-0.597837000755621,-0.73898987785,-1.0512794525,-0.474218858,0.142870724494439,1.0054672847962,460.677971665839,0,0,0.907115483145278,0.0231049706718959,11.90637115625,0.0584377046948583,,0.102949443139577,0.1487481187925,short,TRUE,0.5770605945
53,phase_and_ascertainment,BEACON-Stan,bayesian_validation,credible,-0.597837000755621,-0.678038615766667,-0.87479757275,-0.4597200755,0.107808744358801,0.99960391366874,634.350892597838,1,0,1.37484138848792,0.0510306024811381,11.3391333153333,-0.037964733320075,,0.118980726558392,0.149047551945833,short,TRUE,0.41507749725
54,phase_and_ascertainment,BEACON-Stan,bayesian_validation,credible,-0.597837000755621,-0.412214041068107,-0.7439579435,0.0331955803249999,0.196552214434616,1.00968177828165,484.413586759917,0,0,1.2177494847647,0.0182088624693645,13.64706129225,0.0604880021823417,,0.102004575007519,0.14092768614,short,TRUE,0.777153523825
55,phase_and_ascertainment,BEACON-Stan,bayesian_validation,credible,-0.597837000755621,-0.529797164633333,-0.811698819,-0.277627986000001,0.136647861513343,1.00342916398332,846.989802486242,0,0,2.67914478059271,0.0319010352135421,16.5059474041667,-0.0908515715645333,,0.122186320514248,0.157086219713333,short,TRUE,0.534070832999999
56,phase_and_ascertainment,BEACON-Stan,bayesian_validation,credible,-0.597837000755621,-0.582249304553333,-0.909228739,-0.16866504225,0.1813924091042,1.0013309964361,786.147109060776,0,0,0.784500253186442,0.0179052573301342,12.236419377,0.0364037577036858,,0.0878581839318899,0.14092316813,short,TRUE,0.74056369675
57,phase_and_ascertainment,BEACON-Stan,bayesian_validation,credible,-0.597837000755621,-0.601307822354167,-0.82588241175,-0.300157289750001,0.135099305985306,1.00609524327654,307.716822254572,0,0,1.00395701277638,0.0403008841682636,11.0686267240833,0.0317195032710917,,0.0785149590463793,0.171432897619167,short,TRUE,0.525725121999999
58,phase_and_ascertainment,BEACON-Stan,bayesian_validation,credible,-0.597837000755621,-0.679808269866667,-1.0005162425,-0.305737061,0.180353471458439,1.00698806890853,572.948540296071,0,0,1.56631250855876,0.0439695561416012,12.5245495433333,-0.0301949247988842,,0.105492612454252,0.169998260273333,short,TRUE,0.6947791815
59,phase_and_ascertainment,BEACON-Stan,bayesian_validation,credible,-0.597837000755621,-0.685010942016667,-0.911773094,-0.43964102525,0.115941737287831,1.00175532268995,875.976866145787,0,0,1.79428003760167,0.0215302563152385,10.3598653911667,0.0778457746278167,,0.122314347329481,0.17182972262,short,TRUE,0.47213206875
60,phase_and_ascertainment,BEACON-Stan,bayesian_validation,credible,-0.597837000755621,-0.608396902483333,-0.95484833475,-0.21440605375,0.193249913283211,1.01189153184351,531.500935042985,0,0,1.43938410419968,0.0231485636615987,14.2005801948333,-0.217669131865583,,0.226686959471236,0.154443502480833,short,TRUE,0.740442281
61,phase_and_ascertainment,BEACON-Stan,bayesian_validation,credible,-0.597837000755621,-0.823900406616667,-1.01086088,-0.624400654,0.0974163271396545,1.00009791358373,834.073648524281,1,0,2.29893006267616,0.0386835210424546,11.5999543448333,-0.00380393110283,,0.0921400253120281,0.148187127471667,short,FALSE,0.386460226
62,phase_and_ascertainment,BEACON-Stan,bayesian_validation,credible,-0.597837000755621,-0.740232635958333,-1.0554499875,-0.46445257875,0.15569192965405,1.00546559873576,544.529936182293,0,0,2.17281814294464,0.0397561882913425,14.6479521133333,0.0366366490279758,,0.102087552123733,0.155241263411667,short,TRUE,0.59099740875
63,phase_and_ascertainment,BEACON-Stan,bayesian_validation,credible,-0.597837000755621,-0.764721730160833,-1.1048122875,-0.38211180325,0.187385842746325,1.00815692562052,753.18133613923,0,0,1.61460285359606,0.0247411235873631,9.62707552558333,0.0549643438077167,,0.12256727208658,0.159451514910833,short,TRUE,0.72270048425
64,phase_and_ascertainment,BEACON-Stan,bayesian_validation,credible,-0.597837000755621,-0.654958219783333,-0.840987355,-0.47679642625,0.0904110344591263,1.00133787245293,836.645083932686,0,0,1.61806834118417,0.0324538081361128,14.1714189560833,0.01220274214635,,0.103928990558826,0.196574149541667,short,TRUE,0.36419092875
65,phase_and_ascertainment,BEACON-Stan,bayesian_validation,credible,-0.597837000755621,-0.605030379208333,-0.89607657825,-0.294311205500001,0.148558321569734,1.00062438578982,524.903611190159,0,0,1.47637416399993,0.04307240271722,14.587938793,-0.100027032611038,,0.163118484845737,0.210813622883333,short,TRUE,0.601765372749999
66,phase_and_ascertainment,BEACON-Stan,bayesian_validation,credible,-0.597837000755621,-0.905643948158333,-1.29832945,-0.541603103,0.188960443856768,1.00166438308178,643.204236767856,0,0,2.02123221888259,0.0223753506780404,10.30857471225,-0.0260734022453492,,0.104657760740884,0.130907952260833,short,TRUE,0.756726347
67,phase_and_ascertainment,BEACON-Stan,bayesian_validation,credible,-0.597837000755621,-0.578050382216667,-0.83019883975,-0.32984981025,0.128585239751314,1.00510076544286,949.959447595123,1,0,1.75855011135907,0.0464153998688325,12.6982552724167,-0.004549044218925,,0.0867110254455611,0.062716401601325,short,TRUE,0.5003490295
